value_x,value_y,result
0.614723716,0.167403378,0.782127094
0.669327733,0.878509418,1.547837152
0.635902476,0.460996947,1.096899423
0.11330777,0.302516581,0.415824351
0.567908119,0.397843643,0.965751762
0.695217522,0.459429492,1.154647014
0.976194514,0.624377052,1.600571566
0.439989475,0.289646551,0.729636026
0.86955887,0.114528387,0.984087257
0.616474175,0.584456569,1.200930744
0.257789788,0.250914961,0.508704749
0.582551748,0.351381364,0.933933112
0.994281527,0.150718945,1.145000472
0.296858164,0.174211376,0.47106954
0.220570311,0.435274112,0.655844423
0.807218067,0.452271911,1.259489978
0.48373429,0.348190927,0.831925216
0.955575577,0.339617756,1.295193334
0.889688409,0.403365872,1.293054281
0.240422874,0.969241774,1.209664648
0.284938503,0.929907019,1.214845521
0.973791272,0.362552756,1.336344028
0.795361058,0.643238085,1.438599142
0.570142555,0.246463563,0.816606118
0.464166391,0.414904076,0.879070467
0.835316747,0.201830956,1.037147703
0.290169678,0.910249418,1.200419095
0.113811982,0.007323805,0.121135787
0.702999783,0.648501337,1.35150112
0.67762602,0.450350747,1.127976768
0.234031324,0.193421593,0.427452917
0.000607331,0.923016923,0.923624254
0.910660744,0.923528558,1.834189302
0.245686963,0.259677436,0.505364398
0.934298908,0.510651748,1.444950656
0.498377406,0.277769063,0.776146469
0.014228768,0.185786118,0.200014886
0.667145811,0.780498089,1.4476439
0.710469053,0.106812565,0.817281617
0.785256598,0.494621755,1.279878353
0.141751427,0.48277207,0.624523497
0.356027749,0.913717709,1.269745458
0.4946621,0.873645656,1.368307756
0.848747427,0.027897161,0.876644587
0.934872398,0.762536011,1.697408409
0.681857882,0.226479905,0.908337787
0.783690428,0.100694595,0.884385023
0.313434032,0.179371885,0.492805917
0.343453822,0.015885687,0.359339508
0.943642651,0.16686653,1.110509181
0.887239665,0.383073312,1.270312977
0.06971011,0.135331309,0.205041419
0.01570515,0.477233826,0.492938976
0.723324714,0.840326591,1.563651306
0.107277266,0.713805247,0.821082513
0.793305493,0.007462597,0.80076809
0.28624007,0.883876178,1.170116248
0.45928619,0.6955071,1.15479329
0.606120581,0.183407048,0.789527629
0.002107306,0.116050681,0.118157988
0.226934939,0.006764437,0.233699376
0.797512996,0.071092995,0.868605991
0.053894199,0.702727927,0.756622126
0.702480409,0.555897272,1.258377681
0.938956613,0.903056952,1.842013564
0.757228609,0.800605467,1.557834076
0.201247317,0.630682906,0.831930224
0.210233413,0.683276674,0.893510087
0.60212608,0.291470979,0.893597059
0.176798349,0.559796337,0.736594686
0.87808775,0.920888949,1.798976698
0.433526301,0.61761899,1.051145291
0.981350247,0.404234738,1.385584985
0.38205818,0.004391188,0.386449368
0.599270143,0.323826191,0.923096334
0.639652722,0.095403295,0.735056017
0.901250579,0.54568626,1.446936839
0.006936293,0.76524013,0.772176423
0.034743828,0.472703321,0.50744715
0.825068946,0.116848324,0.94191727
0.301867819,0.579548339,0.881416158
0.35422897,0.661741699,1.015970669
0.411018832,0.207770061,0.618788892
0.968949659,0.127069889,1.096019549
0.927064366,0.201479698,1.128544064
0.386904265,0.6411627,1.028066965
0.089139663,0.039576324,0.128715987
0.748134336,0.736489938,1.484624274
0.8818116,0.182339233,1.064150833
0.135371297,0.243423792,0.378795089
0.756565418,0.628383754,1.384949172
0.471929762,0.36067256,0.832602322
0.793709013,0.323051578,1.116760591
0.2291041,0.757302089,0.986406189
0.072244685,0.5029379,0.575182586
0.193558065,0.263136828,0.456694892
0.245854147,0.393933668,0.639787814
0.645689072,0.020605485,0.666294557
0.889071691,0.076789686,0.965861377
0.669458813,0.732765123,1.402223936
0.137855355,0.929446153,1.067301508
0.183419532,0.44402092,0.627440452
0.046130586,0.080974036,0.127104622
0.760794796,0.875319036,1.636113832
0.255946581,0.082251457,0.338198038
0.10841267,0.802669078,0.911081748
0.310923102,0.839670005,1.150593108
0.78888626,0.706305624,1.495191884
0.69853687,0.60553484,1.30407171
0.172712924,0.541197136,0.71391006
0.673371465,0.253335869,0.926707334
0.330660411,0.111637972,0.442298384
0.433594238,0.165508227,0.599102464
0.262963629,0.883668531,1.14663216
0.671717041,0.264301192,0.936018234
0.492184167,0.370158494,0.86234266
0.814459849,0.564460224,1.378920073
0.656593168,0.466849983,1.123443152
0.882460153,0.921352923,1.803813075
0.383207978,0.394182045,0.777390023
0.246514914,0.227350601,0.473865515
0.068834504,0.303219464,0.372053968
0.527875875,0.363141612,0.891017486
0.867343915,0.264724127,1.132068042
0.338990763,0.359783127,0.69877389
0.459771668,0.693809872,1.15358154
0.48280112,0.09935222,0.582153339
0.60995604,0.643737927,1.253693967
0.222415096,0.141218151,0.363633247
0.716504903,0.080443706,0.796948609
0.201716749,0.685770688,0.887487437
0.943636194,0.016580156,0.960216349
0.619945967,0.614993386,1.234939353
0.612567096,0.411318966,1.023886062
0.454466163,0.707921534,1.162387697
